ActivityId,Type,Name,Website,Google_Map_Link,Total_reviews,ImageCount
Kyoto-1,Buddhist temple,Kinkaku-ji,https://www.shokoku-ji.jp/kinkakuji/,"https://www.google.com/maps/place/Kinkaku-ji/@35.03937,135.7292431,17z/data=!4m15!1m8!3m7!1s0x6001a820c0eb46bd:0xee4272b1c22645f!2sKinkaku-ji!8m2!3d35.03937!4d135.7292431!10e1!16zL20vMDFrbjR3!3m5!1s0x6001a820c0eb46bd:0xee4272b1c22645f!8m2!3d35.03937!4d135.7292431!16zL20vMDFrbjR3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",59180,9
Kyoto-2,Amusement center,Round One Stadium Kyoto Fushimi shop,https://www.round1.co.jp/shop/tenpo/kyoto-kyotofushimi.html,"https://www.google.com/maps/place/Round+One+Stadium+Kyoto+Fushimi+shop/@34.9359585,135.7462391,17z/data=!3m1!5s0x6001057917660bbf:0x664d02770029ec47!4m15!1m8!3m7!1s0x600105793d611e89:0x89b0a1c992509011!2sRound+One+Stadium+Kyoto+Fushimi+shop!8m2!3d34.9359585!4d135.7462391!10e1!16s%2Fg%2F1tnl18wl!3m5!1s0x600105793d611e89:0x89b0a1c992509011!8m2!3d34.9359585!4d135.7462391!16s%2Fg%2F1tnl18wl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",1049,0
Kyoto-3,Gymnastics center,Yokooji Sports Park Gymnasium,http://www.kyoto-sports.or.jp/facilities/detail.php?id=21,"https://www.google.com/maps/place/Yokooji+Sports+Park+Gymnasium/@34.9152776,135.7328855,17z/data=!3m1!5s0x60010540f7fba4cf:0xfc1aa7290cfe7ed9!4m15!1m8!3m7!1s0x6001054043a20c45:0xaca24218f79472c3!2sYokooji+Sports+Park+Gymnasium!8m2!3d34.9152776!4d135.7328855!10e1!16s%2Fg%2F1hb_ftw4c!3m5!1s0x6001054043a20c45:0xaca24218f79472c3!8m2!3d34.9152776!4d135.7328855!16s%2Fg%2F1hb_ftw4c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",185,0
Kyoto-4,Park,Fushimi-Momoyama-jō Castle Athletic Park,https://www.kyoto-taiikukan.com/sports-park/fushimi-momoyamajo,"https://www.google.com/maps/place/Fushimi-Momoyama-j%C5%8D+Castle+Athletic+Park/@34.9399775,135.7776069,17z/data=!4m15!1m8!3m7!1s0x60010f5cb679bc77:0x80c6839900db8c33!2sFushimi-Momoyama-j%C5%8D+Castle+Athletic+Park!8m2!3d34.9399775!4d135.7776069!10e1!16s%2Fg%2F11frp9g5j5!3m5!1s0x60010f5cb679bc77:0x80c6839900db8c33!8m2!3d34.9399775!4d135.7776069!16s%2Fg%2F11frp9g5j5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",123,1
Kyoto-5,Sports complex,"Gymnasium, Fushimi Port Park",https://fushimi-port-park.jp/,"https://www.google.com/maps/place/Gymnasium,+Fushimi+Port+Park/@34.9252638,135.7578823,17z/data=!4m15!1m8!3m7!1s0x60010ff36a872963:0xb8ffb8b1eb04b6f1!2sGymnasium,+Fushimi+Port+Park!8m2!3d34.9252638!4d135.7578823!10e1!16s%2Fg%2F11byyf_ml_!3m5!1s0x60010ff36a872963:0xb8ffb8b1eb04b6f1!8m2!3d34.9252638!4d135.7578823!16s%2Fg%2F11byyf_ml_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",167,0
Kyoto-6,Sports complex,Kyoto Aquarena,http://www.kyoto-aquarena.com/?utm_source=google&utm_medium=referral&utm_campaign=npdisf00_gbp&utm_content=250502,"https://www.google.com/maps/place/Kyoto+Aquarena/@34.9902108,135.7166044,17z/data=!4m15!1m8!3m7!1s0x600106563886a08d:0xb191a30fcb86a841!2sKyoto+Aquarena!8m2!3d34.9902108!4d135.7166044!10e1!16s%2Fg%2F120zpbfw!3m5!1s0x600106563886a08d:0xb191a30fcb86a841!8m2!3d34.9902108!4d135.7166044!16s%2Fg%2F120zpbfw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",515,9
Kyoto-7,Athletic track,Takebishi Stadium Kyoto,http://www.kyoto-sports.or.jp/facilities/detail.php?id=4,"https://www.google.com/maps/place/Takebishi+Stadium+Kyoto/@34.993489,135.7140134,17z/data=!4m15!1m8!3m7!1s0x600106ff8613c7a3:0xd525a6d8ecd3301d!2sTakebishi+Stadium+Kyoto!8m2!3d34.993489!4d135.7140134!10e1!16zL20vMGM3MDV3!3m5!1s0x600106ff8613c7a3:0xd525a6d8ecd3301d!8m2!3d34.993489!4d135.7140134!16zL20vMGM3MDV3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",1401,1
Kyoto-8,Baseball field,Wakasa Stadium Kyoto,,"https://www.google.com/maps/place/Wakasa+Stadium+Kyoto/@34.9925714,135.7157585,17z/data=!4m15!1m8!3m7!1s0x60010655c6985de7:0xd6a801788364ae24!2sWakasa+Stadium+Kyoto!8m2!3d34.9925714!4d135.7157585!10e1!16s%2Fg%2F1218c_r3!3m5!1s0x60010655c6985de7:0xd6a801788364ae24!8m2!3d34.9925714!4d135.7157585!16s%2Fg%2F1218c_r3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",394,0
Kyoto-9,Bocce ball court,Takaragaike Park Football Stadium,http://www.kyoto-sports.or.jp/facilities/detail.php?id=14,"https://www.google.com/maps/place/Takaragaike+Park+Football+Stadium/@35.053986,135.774453,17z/data=!4m15!1m8!3m7!1s0x600108215d620771:0xcfe1675b637dd9c3!2sTakaragaike+Park+Football+Stadium!8m2!3d35.053986!4d135.774453!10e1!16s%2Fg%2F122wt69f!3m5!1s0x600108215d620771:0xcfe1675b637dd9c3!8m2!3d35.053986!4d135.774453!16s%2Fg%2F122wt69f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",400,0
Kyoto-10,Gymnastics center,Shimadzu Arena Kyoto (Kyoto Prefectural Gymnasium),http://www.kyoto-furitutaiikukan.jp/,"https://www.google.com/maps/place/Shimadzu+Arena+Kyoto+(Kyoto+Prefectural+Gymnasium)/@35.0227531,135.7285439,17z/data=!3m1!5s0x6001079421c09d55:0x710204021064f9d9!4m15!1m8!3m7!1s0x6001079421070a87:0xa85c1c1da44db61d!2sShimadzu+Arena+Kyoto+(Kyoto+Prefectural+Gymnasium)!8m2!3d35.0227531!4d135.7285439!10e1!16s%2Fg%2F1q5bm8c5_!3m5!1s0x6001079421070a87:0xa85c1c1da44db61d!8m2!3d35.0227531!4d135.7285439!16s%2Fg%2F1q5bm8c5_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",151,0
Kyoto-11,Sports complex,Kataoka Arena Kyoto,https://www.mizuno.jp/facility/kyoto/kyotokaikan.aspx,"https://www.google.com/maps/place/Kataoka+Arena+Kyoto/@34.9953808,135.7150631,17z/data=!4m15!1m8!3m7!1s0x600106554c6a2d9d:0x723303e0d698a5ca!2sKataoka+Arena+Kyoto!8m2!3d34.9953808!4d135.7150631!10e1!16s%2Fg%2F1228lwy7!3m5!1s0x600106554c6a2d9d:0x723303e0d698a5ca!8m2!3d34.9953808!4d135.7150631!16s%2Fg%2F1228lwy7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",534,2
Kyoto-12,Stadium,Sanga Stadium by KYOCERA,https://www.sangastadium-by-kyocera.jp/,"https://www.google.com/maps/place/Sanga+Stadium+by+KYOCERA/@35.017212,135.5848393,17z/data=!4m15!1m8!3m7!1s0x600055963a387205:0x939181e03c9e2bb6!2sSanga+Stadium+by+KYOCERA!8m2!3d35.017212!4d135.5848393!10e1!16s%2Fg%2F1230pgbm!3m5!1s0x600055963a387205:0x939181e03c9e2bb6!8m2!3d35.017212!4d135.5848393!16s%2Fg%2F1230pgbm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2251,2
Kyoto-13,Baseball field,Kyocera Dome Ōsaka,http://www.kyoceradome-osaka.jp/,"https://www.google.com/maps/place/Kyocera+Dome+%C5%8Csaka/@34.6692804,135.4761427,17z/data=!3m1!5s0x6000e7b18b4362e7:0xf49415dccf44dbc0!4m15!1m8!3m7!1s0x6000e7b24b87684b:0x535f75f9161484f1!2sKyocera+Dome+%C5%8Csaka!8m2!3d34.6692804!4d135.4761427!10e1!16s%2Fg%2F12xqz5chj!3m5!1s0x6000e7b24b87684b:0x535f75f9161484f1!8m2!3d34.6692804!4d135.4761427!16s%2Fg%2F12xqz5chj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",15576,0
Kyoto-14,Park,Nishikyogoku Athletic Park,http://www.city.kyoto.lg.jp/kensetu/page/0000082741.html,"https://www.google.com/maps/place/Nishikyogoku+Athletic+Park/@34.9930327,135.7149674,17z/data=!4m15!1m8!3m7!1s0x600106554c6a2d9d:0xcdf0713a97f26374!2sNishikyogoku+Athletic+Park!8m2!3d34.9930327!4d135.7149674!10e1!16s%2Fg%2F120wrngt!3m5!1s0x600106554c6a2d9d:0xcdf0713a97f26374!8m2!3d34.9930327!4d135.7149674!16s%2Fg%2F120wrngt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",2542,0
Kyoto-15,Sports complex,京都アクアリーナ 多目的広場,https://kyoto-aquarena.com/,"https://www.google.com/maps/place/%E4%BA%AC%E9%83%BD%E3%82%A2%E3%82%AF%E3%82%A2%E3%83%AA%E3%83%BC%E3%83%8A+%E5%A4%9A%E7%9B%AE%E7%9A%84%E5%BA%83%E5%A0%B4/@34.9893502,135.7161823,17z/data=!4m15!1m8!3m7!1s0x60010657aea0fb9f:0xb11b0b79e42755f!2z5Lqs6YO944Ki44Kv44Ki44Oq44O844OKIOWkmuebrueahOW6g-WgtA!8m2!3d34.9893502!4d135.7161823!10e1!16s%2Fg%2F1tg_w_bl!3m5!1s0x60010657aea0fb9f:0xb11b0b79e42755f!8m2!3d34.9893502!4d135.7161823!16s%2Fg%2F1tg_w_bl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",176,1
Kyoto-16,Art gallery,きりん画房,,"https://www.google.com/maps/place/%E3%81%8D%E3%82%8A%E3%82%93%E7%94%BB%E6%88%BF/@34.966446,135.7711,17z/data=!4m15!1m8!3m7!1s0x60010f1532c50f33:0x56efb971fe43a2e3!2z44GN44KK44KT55S75oi_!8m2!3d34.966446!4d135.7711!10e1!16s%2Fg%2F1tksn7x4!3m5!1s0x60010f1532c50f33:0x56efb971fe43a2e3!8m2!3d34.966446!4d135.7711!16s%2Fg%2F1tksn7x4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",6,0
Kyoto-17,Art gallery,アトリエ悠,https://atelier-yuu-kyoto.amebaownd.com/,"https://www.google.com/maps/place/%E3%82%A2%E3%83%88%E3%83%AA%E3%82%A8%E6%82%A0/@34.9353277,135.7632114,17z/data=!4m15!1m8!3m7!1s0x60010f5953ad4495:0x69ced6a1fc202fe9!2z44Ki44OI44Oq44Ko5oKg!8m2!3d34.9353277!4d135.7632114!10e1!16s%2Fg%2F11thk4j6cj!3m5!1s0x60010f5953ad4495:0x69ced6a1fc202fe9!8m2!3d34.9353277!4d135.7632114!16s%2Fg%2F11thk4j6cj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",6,0
Kyoto-18,Art gallery,La Neige,https://www.yuki-laneige.com/,"https://www.google.com/maps/place/La+Neige/@34.9318194,135.7704171,17z/data=!4m15!1m8!3m7!1s0x60010f0f4feff14f:0x53da0520486b9bc6!2sLa+Neige!8m2!3d34.9318194!4d135.7704171!10e1!16s%2Fg%2F11fcs7zj8r!3m5!1s0x60010f0f4feff14f:0x53da0520486b9bc6!8m2!3d34.9318194!4d135.7704171!16s%2Fg%2F11fcs7zj8r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",10,1
Kyoto-19,Museum,Reimei Art Gallery,http://www.reimei.or.jp/arts/index.html,"https://www.google.com/maps/place/Reimei+Art+Gallery/@35.0246515,135.7882725,17z/data=!4m15!1m8!3m7!1s0x600108fdd8295555:0xaa9614dfd3c2f57b!2sReimei+Art+Gallery!8m2!3d35.0246515!4d135.7882725!10e1!16s%2Fg%2F11c5bqy01_!3m5!1s0x600108fdd8295555:0xaa9614dfd3c2f57b!8m2!3d35.0246515!4d135.7882725!16s%2Fg%2F11c5bqy01_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",23,0
Kyoto-20,Souvenir store,Gallery KACCO,https://kacco-kyoto.com/,"https://www.google.com/maps/place/Gallery+KACCO/@34.9679696,135.7711535,17z/data=!4m15!1m8!3m7!1s0x60010f155551b127:0x45b66c23a6a786f8!2sGallery+KACCO!8m2!3d34.9679696!4d135.7711535!10e1!16s%2Fg%2F1w8w9xxz!3m5!1s0x60010f155551b127:0x45b66c23a6a786f8!8m2!3d34.9679696!4d135.7711535!16s%2Fg%2F1w8w9xxz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxNS4wIKXMDSoASAFQAw%3D%3D",13,9
Kyoto-21,Art gallery,YOZO ART GALLERY轆轤,http://www.instagram.com/yozoartgallery,"https://www.google.com/maps/place/YOZO+ART+GALLERY%E8%BD%86%E8%BD%A4/@34.9975099,135.7752193,17z/data=!4m15!1m8!3m7!1s0x60010937c6226f37:0x441ee93951616629!2zWU9aTyBBUlQgR0FMTEVSWei9hui9pA!8m2!3d34.9975099!4d135.7752193!10e1!16s%2Fg%2F11n00yl4zh!3m5!1s0x60010937c6226f37:0x441ee93951616629!8m2!3d34.9975099!4d135.7752193!16s%2Fg%2F11n00yl4zh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",13,0
Kyoto-22,Art gallery,JARFO ART SQUARE,http://jarfo.jp/,"https://www.google.com/maps/place/JARFO+ART+SQUARE/@35.0083692,135.7787339,17z/data=!4m15!1m8!3m7!1s0x600108e848b93d8f:0xfd1a0470170a4099!2sJARFO+ART+SQUARE!8m2!3d35.0083692!4d135.7787339!10e1!16s%2Fg%2F11fy200lpz!3m5!1s0x600108e848b93d8f:0xfd1a0470170a4099!8m2!3d35.0083692!4d135.7787339!16s%2Fg%2F11fy200lpz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",9,2
Kyoto-23,Art gallery,GALLERY MORNING kyoto,http://gallerymorningkyoto.com/,"https://www.google.com/maps/place/GALLERY+MORNING+kyoto/@35.0092838,135.7848752,17z/data=!4m15!1m8!3m7!1s0x600108dde4c4dc15:0xd0e83f00bc650c69!2sGALLERY+MORNING+kyoto!8m2!3d35.0092838!4d135.7848752!10e1!16s%2Fg%2F1txy2793!3m5!1s0x600108dde4c4dc15:0xd0e83f00bc650c69!8m2!3d35.0092838!4d135.7848752!16s%2Fg%2F1txy2793?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",24,0
Kyoto-24,Art gallery,ギャラリー白川,https://www.galleryshirakawa.com/,"https://www.google.com/maps/place/%E3%82%AE%E3%83%A3%E3%83%A9%E3%83%AA%E3%83%BC%E7%99%BD%E5%B7%9D/@35.0004446,135.7781404,17z/data=!4m15!1m8!3m7!1s0x600108c4561a9083:0xd4bededda886ac5a!2z44Ku44Oj44Op44Oq44O855m95bed!8m2!3d35.0004446!4d135.7781404!10e1!16s%2Fg%2F1tj4bcl8!3m5!1s0x600108c4561a9083:0xd4bededda886ac5a!8m2!3d35.0004446!4d135.7781404!16s%2Fg%2F1tj4bcl8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",22,1
Kyoto-25,Art gallery,大雅堂,https://www.g-taigado.com/,"https://www.google.com/maps/place/%E5%A4%A7%E9%9B%85%E5%A0%82/@35.0044425,135.7777064,17z/data=!4m15!1m8!3m7!1s0x600108c252e75d55:0xb31bc0d2565d601a!2z5aSn6ZuF5aCC!8m2!3d35.0044425!4d135.7777064!10e1!16s%2Fg%2F1wrgk1kx!3m5!1s0x600108c252e75d55:0xb31bc0d2565d601a!8m2!3d35.0044425!4d135.7777064!16s%2Fg%2F1wrgk1kx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",16,2
Kyoto-26,Art gallery,ASPHODEL,,"https://www.google.com/maps/place/ASPHODEL/@35.0046124,135.7731092,17z/data=!4m15!1m8!3m7!1s0x600108ea8232fced:0x7fbabceb1553d8df!2sASPHODEL!8m2!3d35.0046124!4d135.7731092!10e1!16s%2Fg%2F11cn9qsxnw!3m5!1s0x600108ea8232fced:0x7fbabceb1553d8df!8m2!3d35.0046124!4d135.7731092!16s%2Fg%2F11cn9qsxnw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",20,0
Kyoto-27,Art gallery,Leica Camera AG,https://leica-camera.com/ja-JP/Leica-Galleries/Leica-Gallery-Kyoto,"https://www.google.com/maps/place/Leica+Camera+AG/@35.0018719,135.7745727,17z/data=!4m15!1m8!3m7!1s0x600108c115dc8075:0x48216969620a7d87!2sLeica+Camera+AG!8m2!3d35.0018719!4d135.7745727!10e1!16s%2Fg%2F11b7ldmrtk!3m5!1s0x600108c115dc8075:0x48216969620a7d87!8m2!3d35.0018719!4d135.7745727!16s%2Fg%2F11b7ldmrtk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",27,1
Kyoto-28,Art gallery,Arts Yasuki,http://www.chawanzaka.com/arts_yasuki/,"https://www.google.com/maps/place/Arts+Yasuki/@34.995318,135.7802689,17z/data=!4m15!1m8!3m7!1s0x600108ce1eb1aaab:0x7f6983483db75d8d!2sArts+Yasuki!8m2!3d34.995318!4d135.7802689!10e1!16s%2Fg%2F11cm3k957x!3m5!1s0x600108ce1eb1aaab:0x7f6983483db75d8d!8m2!3d34.995318!4d135.7802689!16s%2Fg%2F11cm3k957x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",11,0
Kyoto-29,Art gallery,ぎおんギャラリー八坂,http://www.eonet.ne.jp/~g-gallery-yasaka,"https://www.google.com/maps/place/%E3%81%8E%E3%81%8A%E3%82%93%E3%82%AE%E3%83%A3%E3%83%A9%E3%83%AA%E3%83%BC%E5%85%AB%E5%9D%82/@35.0028591,135.7772965,17z/data=!4m15!1m8!3m7!1s0x600108c396a5a625:0x5fb91cd8376818f6!2z44GO44GK44KT44Ku44Oj44Op44Oq44O85YWr5Z2C!8m2!3d35.0028591!4d135.7772965!10e1!16s%2Fg%2F1tg4l8qs!3m5!1s0x600108c396a5a625:0x5fb91cd8376818f6!8m2!3d35.0028591!4d135.7772965!16s%2Fg%2F1tg4l8qs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",15,0
Kyoto-30,Art gallery,Yamazoe Tenko-do Antiques,,"https://www.google.com/maps/place/Yamazoe+Tenko-do+Antiques/@35.0072603,135.7728697,17z/data=!4m15!1m8!3m7!1s0x600108eb0fdb5413:0x37fb501c58228e89!2sYamazoe+Tenko-do+Antiques!8m2!3d35.0072603!4d135.7728697!10e1!16s%2Fg%2F1vknp8mm!3m5!1s0x600108eb0fdb5413:0x37fb501c58228e89!8m2!3d35.0072603!4d135.7728697!16s%2Fg%2F1vknp8mm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",10,0
Kyoto-31,Art gallery,ギャラリーTAJIRO 祇園京都,https://tajiro.jp/gallery.html,"https://www.google.com/maps/place/%E3%82%AE%E3%83%A3%E3%83%A9%E3%83%AA%E3%83%BCTAJIRO+%E7%A5%87%E5%9C%92%E4%BA%AC%E9%83%BD/@35.0058178,135.7727336,17z/data=!4m15!1m8!3m7!1s0x600108eae8915555:0xf24e4c52ad161326!2z44Ku44Oj44Op44Oq44O8VEFKSVJPIOelh-WckuS6rOmDvQ!8m2!3d35.0058178!4d135.7727336!10e1!16s%2Fg%2F11g8wj65yb!3m5!1s0x600108eae8915555:0xf24e4c52ad161326!8m2!3d35.0058178!4d135.7727336!16s%2Fg%2F11g8wj65yb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",6,6
Kyoto-32,Art gallery,八坂通画廊,,"https://www.google.com/maps/place/%E5%85%AB%E5%9D%82%E9%80%9A%E7%94%BB%E5%BB%8A/@34.9984199,135.7796175,17z/data=!4m15!1m8!3m7!1s0x6001096bdd05e1b5:0x9ddacf7ce4acbd38!2z5YWr5Z2C6YCa55S75buK!8m2!3d34.9984199!4d135.7796175!10e1!16s%2Fg%2F11gxmv1xpk!3m5!1s0x6001096bdd05e1b5:0x9ddacf7ce4acbd38!8m2!3d34.9984199!4d135.7796175!16s%2Fg%2F11gxmv1xpk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",8,0
Kyoto-33,Art gallery,Gion Konishi,https://gionkonishi.com/,"https://www.google.com/maps/place/Gion+Konishi/@35.0024375,135.7747039,17z/data=!4m15!1m8!3m7!1s0x600108c172a17179:0xf58c9065e45ced7a!2sGion+Konishi!8m2!3d35.0024375!4d135.7747039!10e1!16s%2Fg%2F11bccmlk78!3m5!1s0x600108c172a17179:0xf58c9065e45ced7a!8m2!3d35.0024375!4d135.7747039!16s%2Fg%2F11bccmlk78?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",30,2
Kyoto-34,Art gallery,OM [Art × Music / Sky Terrace],https://om-kyoto.com/,"https://www.google.com/maps/place/OM+%5BArt+%C3%97+Music+%2F+Sky+Terrace%5D/@34.9886404,135.760086,17z/data=!4m15!1m8!3m7!1s0x600109bc4e5fc281:0x86a899c636288318!2sOM+%5BArt+%C3%97+Music+%2F+Sky+Terrace%5D!8m2!3d34.9886404!4d135.760086!10e1!16s%2Fg%2F11x61q_2y3!3m5!1s0x600109bc4e5fc281:0x86a899c636288318!8m2!3d34.9886404!4d135.760086!16s%2Fg%2F11x61q_2y3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",26,2
Kyoto-35,Art gallery,想 sou,https://sou-utuwa.com/,"https://www.google.com/maps/place/%E6%83%B3+sou/@34.9933769,135.7687379,17z/data=!4m15!1m8!3m7!1s0x6001092fc6c082cd:0xc8ed22ee5e9c8ed9!2z5oOzIHNvdQ!8m2!3d34.9933769!4d135.7687379!10e1!16s%2Fg%2F11lm4hfcyb!3m5!1s0x6001092fc6c082cd:0xc8ed22ee5e9c8ed9!8m2!3d34.9933769!4d135.7687379!16s%2Fg%2F11lm4hfcyb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",5,3
Kyoto-36,Art gallery,Galerie Orphée,http://www.g-orphee.com/,"https://www.google.com/maps/place/Galerie+Orph%C3%A9e/@35.006107,135.776729,17z/data=!4m15!1m8!3m7!1s0x600108e9e1fba8b5:0xdbeca5f7932b5cb1!2sGalerie+Orph%C3%A9e!8m2!3d35.006107!4d135.776729!10e1!16s%2Fg%2F1tdgv8y2!3m5!1s0x600108e9e1fba8b5:0xdbeca5f7932b5cb1!8m2!3d35.006107!4d135.776729!16s%2Fg%2F1tdgv8y2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",11,10
Kyoto-37,Art gallery,星野画廊,http://www.hoshinogallery.com/home/index.html,"https://www.google.com/maps/place/%E6%98%9F%E9%87%8E%E7%94%BB%E5%BB%8A/@35.0096488,135.7829359,17z/data=!4m15!1m8!3m7!1s0x600108e777db5551:0x6c6f251ca3f342df!2z5pif6YeO55S75buK!8m2!3d35.0096488!4d135.7829359!10e1!16s%2Fg%2F1tfvsvyh!3m5!1s0x600108e777db5551:0x6c6f251ca3f342df!8m2!3d35.0096488!4d135.7829359!16s%2Fg%2F1tfvsvyh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",8,0
Kyoto-38,Art gallery,ジンギャラリー,http://zine.gallery/,"https://www.google.com/maps/place/%E3%82%B8%E3%83%B3%E3%82%AE%E3%83%A3%E3%83%A9%E3%83%AA%E3%83%BC/@35.0073022,135.7766407,17z/data=!4m15!1m8!3m7!1s0x600109846c59c079:0x3284712e44d4564e!2z44K444Oz44Ku44Oj44Op44Oq44O8!8m2!3d35.0073022!4d135.7766407!10e1!16s%2Fg%2F11mp5y1kjg!3m5!1s0x600109846c59c079:0x3284712e44d4564e!8m2!3d35.0073022!4d135.7766407!16s%2Fg%2F11mp5y1kjg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",6,2
Kyoto-39,Art gallery,ギャラリー アン | Galley Ann,https://www.gallery-ann.com/,"https://www.google.com/maps/place/%E3%82%AE%E3%83%A3%E3%83%A9%E3%83%AA%E3%83%BC+%E3%82%A2%E3%83%B3+%7C+Galley+Ann/@35.0000297,135.7652032,17z/data=!4m15!1m8!3m7!1s0x600108bdeb4141ef:0x2882bbf410de369e!2z44Ku44Oj44Op44Oq44O8IOOCouODsyB8IEdhbGxleSBBbm4!8m2!3d35.0000297!4d135.7652032!10e1!16s%2Fg%2F11g6qfyczq!3m5!1s0x600108bdeb4141ef:0x2882bbf410de369e!8m2!3d35.0000297!4d135.7652032!16s%2Fg%2F11g6qfyczq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D",13,3
